Wavel(nm)	T_abs	bandw(nm)
277.854960	0.000000	0.038607
277.893567	0.000000	0.038618
277.932185	0.000000	0.038629
277.970813	0.000000	0.038639
278.009452	0.000000	0.038650
278.048102	0.000000	0.038661
278.086763	0.000000	0.038672
278.125435	0.000000	0.038682
278.164117	0.000000	0.038693
278.202810	0.000000	0.038704
278.241514	0.000000	0.038715
278.280228	0.000000	0.038725
278.318954	0.000000	0.038736
278.357690	0.000000	0.038747
278.396437	0.000000	0.038758
278.435194	0.000000	0.038768
278.473963	0.000000	0.038779
278.512742	0.000000	0.038790
278.551532	0.000000	0.038801
278.590333	0.000000	0.038812
278.629145	0.000000	0.038823
278.667967	0.000000	0.038833
278.706800	0.000000	0.038844
278.745645	0.000000	0.038855
278.784500	0.000000	0.038866
278.823365	0.000000	0.038877
278.862242	0.000000	0.038887
278.901130	0.000000	0.038898
278.940028	0.000000	0.038909
278.978937	0.000000	0.038920
279.017857	0.000000	0.038931
279.056788	0.000000	0.038942
279.095730	0.000000	0.038953
279.134682	0.000000	0.038964
279.173646	0.000000	0.038974
279.212620	0.000000	0.038985
279.251606	0.000000	0.038996
279.290602	0.000000	0.039007
279.329609	0.000000	0.039018
279.368627	0.000000	0.039029
279.407656	0.000000	0.039040
279.446696	0.000000	0.039051
279.485746	0.000000	0.039062
279.524808	0.000000	0.039073
279.563880	0.000000	0.039083
279.602964	0.000000	0.039094
279.642058	0.000000	0.039105
279.681163	0.000000	0.039116
279.720280	0.000000	0.039127
279.759407	0.000000	0.039138
279.798545	0.000000	0.039149
279.837694	0.000000	0.039160
279.876854	0.000000	0.039171
279.916025	0.000000	0.039182
279.955207	0.000000	0.039193
279.994400	0.000000	0.039204
280.033604	0.000000	0.039215
280.072819	0.000000	0.039226
280.112045	0.000000	0.039237
280.151282	0.000000	0.039248
280.190530	0.000000	0.039259
280.229788	0.000000	0.039270
280.269058	0.000000	0.039281
280.308339	0.000000	0.039292
280.347631	0.000000	0.039303
280.386934	0.000000	0.039314
280.426248	0.000000	0.039325
280.465573	0.000000	0.039336
280.504909	0.000000	0.039347
280.544256	0.000000	0.039358
280.583614	0.000000	0.039369
280.622983	0.000000	0.039380
280.662363	0.000000	0.039391
280.701754	0.000000	0.039402
280.741157	0.000000	0.039413
280.780570	0.000000	0.039424
280.819994	0.000000	0.039435
280.859430	0.000000	0.039447
280.898876	0.000000	0.039458
280.938334	0.000000	0.039469
280.977803	0.000000	0.039480
281.017283	0.000000	0.039491
281.056773	0.000000	0.039502
281.096275	0.000000	0.039513
281.135789	0.000000	0.039524
281.175313	0.000000	0.039535
281.214848	0.000000	0.039546
281.254395	0.000000	0.039558
281.293952	0.000000	0.039569
281.333521	0.000000	0.039580
281.373101	0.000000	0.039591
281.412692	0.000000	0.039602
281.452294	0.000000	0.039613
281.491907	0.000000	0.039624
281.531532	0.000000	0.039636
281.571167	0.000000	0.039647
281.610814	0.000000	0.039658
281.650472	0.000000	0.039669
281.690141	0.000000	0.039680
281.729821	0.000000	0.039691
281.769513	0.000000	0.039703
281.809215	0.000000	0.039714
281.848929	0.000000	0.039725
281.888654	0.000000	0.039736
281.928390	0.000000	0.039747
281.968138	0.000000	0.039759
282.007896	0.000000	0.039770
282.047666	0.000000	0.039781
282.087447	0.000000	0.039792
282.127239	0.000000	0.039804
282.167043	0.000000	0.039815
282.206858	0.000000	0.039826
282.246684	0.000000	0.039837
282.286521	0.000000	0.039848
282.326369	0.000000	0.039860
282.366229	0.000000	0.039871
282.406100	0.000000	0.039882
282.445982	0.000000	0.039894
282.485876	0.000000	0.039905
282.525780	0.000000	0.039916
282.565697	0.000000	0.039927
282.605624	0.000000	0.039939
282.645562	0.000000	0.039950
282.685512	0.000000	0.039961
282.725474	0.000000	0.039972
282.765446	0.000000	0.039984
282.805430	0.000000	0.039995
282.845425	0.000000	0.040006
282.885431	0.000000	0.040018
282.925449	0.000000	0.040029
282.965478	0.000000	0.040040
283.005519	0.000000	0.040052
283.045570	0.000000	0.040063
283.085633	0.000000	0.040074
283.125708	0.000000	0.040086
283.165794	0.000000	0.040097
283.205891	0.000000	0.040108
283.245999	0.000000	0.040120
283.286119	0.000000	0.040131
283.326250	0.000000	0.040143
283.366393	0.000000	0.040154
283.406547	0.000000	0.040165
283.446712	0.000000	0.040177
283.486889	0.000000	0.040188
283.527077	0.000000	0.040200
283.567276	0.000000	0.040211
283.607487	0.000000	0.040222
283.647710	0.000000	0.040234
283.687943	0.000000	0.040245
283.728188	0.000000	0.040257
283.768445	0.000000	0.040268
283.808713	0.000000	0.040279
283.848992	0.000000	0.040291
283.889283	0.000000	0.040302
283.929585	0.000000	0.040314
283.969899	0.000000	0.040325
284.010224	0.000000	0.040337
284.050561	0.000000	0.040348
284.090909	0.000000	0.040360
284.131269	0.000000	0.040371
284.171640	0.000000	0.040382
284.212022	0.000000	0.040394
284.252416	0.000000	0.040405
284.292822	0.000000	0.040417
284.333239	0.000000	0.040428
284.373667	0.000000	0.040440
284.414107	0.000000	0.040451
284.454558	0.000000	0.040463
284.495021	0.000000	0.040474
284.535496	0.000000	0.040486
284.575982	0.000000	0.040498
284.616479	0.000000	0.040509
284.656988	0.000000	0.040521
284.697509	0.000000	0.040532
284.738041	0.000000	0.040544
284.778585	0.000000	0.040555
284.819140	0.000000	0.040567
284.859707	0.000000	0.040578
284.900285	0.000000	0.040590
284.940875	0.000000	0.040601
284.981476	0.000000	0.040613
285.022089	0.000000	0.040625
285.062714	0.000000	0.040636
285.103350	0.000000	0.040648
285.143998	0.000000	0.040659
285.184657	0.000000	0.040671
285.225328	0.000000	0.040683
285.266011	0.000000	0.040694
285.306705	0.000000	0.040706
285.347410	0.000000	0.040717
285.388128	0.000000	0.040729
285.428857	0.000000	0.040741
285.469597	0.000000	0.040752
285.510350	0.000000	0.040764
285.551114	0.000000	0.040776
285.591889	0.000000	0.040787
285.632676	0.000000	0.040799
285.673475	0.000000	0.040810
285.714286	0.000000	0.040822
285.755108	0.000000	0.040834
285.795942	0.000000	0.040845
285.836787	0.000000	0.040857
285.877644	0.000000	0.040869
285.918513	0.000000	0.040881
285.959394	0.000000	0.040892
286.000286	0.000000	0.040904
286.041190	0.000000	0.040916
286.082106	0.000000	0.040927
286.123033	0.000000	0.040939
286.163972	0.000000	0.040951
286.204923	0.000000	0.040962
286.245885	0.000000	0.040974
286.286859	0.000000	0.040986
286.327845	0.000000	0.040998
286.368843	0.000000	0.041009
286.409852	0.000000	0.041021
286.450874	0.000000	0.041033
286.491907	0.000000	0.041045
286.532951	0.000000	0.041056
286.574008	0.000000	0.041068
286.615076	0.000000	0.041080
286.656156	0.000000	0.041092
286.697248	0.000000	0.041104
286.738351	0.000000	0.041115
286.779467	0.000000	0.041127
286.820594	0.000000	0.041139
286.861733	0.000000	0.041151
286.902883	0.000000	0.041163
286.944046	0.000000	0.041174
286.985220	0.000000	0.041186
287.026406	0.000000	0.041198
287.067604	0.000000	0.041210
287.108814	0.000000	0.041222
287.150036	0.000000	0.041233
287.191269	0.000000	0.041245
287.232515	0.000000	0.041257
287.273772	0.000000	0.041269
287.315041	0.000000	0.041281
287.356322	0.000000	0.041293
287.397615	0.000000	0.041305
287.438919	0.000000	0.041317
287.480236	0.000000	0.041328
287.521564	0.000000	0.041340
287.562904	0.000000	0.041352
287.604257	0.000000	0.041364
287.645621	0.000000	0.041376
287.686997	0.000000	0.041388
287.728384	0.000000	0.041400
287.769784	0.000000	0.041412
287.811196	0.000000	0.041424
287.852619	0.000000	0.041436
287.894055	0.000000	0.041447
287.935502	0.000000	0.041459
287.976962	0.000000	0.041471
288.018433	0.000000	0.041483
288.059916	0.000000	0.041495
288.101412	0.000000	0.041507
288.142919	0.000000	0.041519
288.184438	0.000000	0.041531
288.225969	0.000000	0.041543
288.267512	0.000000	0.041555
288.309067	0.000000	0.041567
288.350634	0.000000	0.041579
288.392213	0.000000	0.041591
288.433804	0.000000	0.041603
288.475407	0.000000	0.041615
288.517023	0.000000	0.041627
288.558650	0.000000	0.041639
288.600289	0.000000	0.041651
288.641940	0.000000	0.041663
288.683603	0.000000	0.041675
288.725278	0.000000	0.041687
288.766965	0.000000	0.041699
288.808664	0.000000	0.041711
288.850376	0.000000	0.041723
288.892099	0.000000	0.041735
288.933834	0.000000	0.041747
288.975582	0.000000	0.041759
289.017341	0.000000	0.041772
289.059113	0.000000	0.041784
289.100896	0.000000	0.041796
289.142692	0.000000	0.041808
289.184500	0.000000	0.041820
289.226320	0.000000	0.041832
289.268152	0.000000	0.041844
289.309996	0.000000	0.041856
289.351852	0.000000	0.041868
289.393720	0.000000	0.041880
289.435601	0.000000	0.041893
289.477493	0.000000	0.041905
289.519398	0.000000	0.041917
289.561315	0.000000	0.041929
289.603244	0.000000	0.041941
289.645185	0.000000	0.041953
289.687138	0.000000	0.041965
289.729103	0.000000	0.041978
289.771081	0.000000	0.041990
289.813071	0.000000	0.042002
289.855072	0.000000	0.042014
289.897087	0.000000	0.042026
289.939113	0.000000	0.042038
289.981151	0.000000	0.042051
290.023202	0.000000	0.042063
290.065265	0.000000	0.042075
290.107340	0.000000	0.042087
290.149427	0.000000	0.042099
290.191526	0.000000	0.042112
290.233638	0.000000	0.042124
290.275762	0.000000	0.042136
290.317898	0.000000	0.042148
290.360046	0.000000	0.042161
290.402207	0.000000	0.042173
290.444380	0.000000	0.042185
290.486565	0.000000	0.042197
290.528762	0.000000	0.042210
290.570972	0.000000	0.042222
290.613194	0.000000	0.042234
290.655428	0.000000	0.042246
290.697674	0.000000	0.042259
290.739933	0.000000	0.042271
290.782204	0.000000	0.042283
290.824487	0.000000	0.042296
290.866783	0.000000	0.042308
290.909091	0.000000	0.042320
290.951411	0.000000	0.042333
290.993744	0.000000	0.042345
291.036088	0.000000	0.042357
291.078446	0.000000	0.042369
291.120815	0.000000	0.042382
291.163197	0.000000	0.042394
291.205591	0.000000	0.042407
291.247998	0.000000	0.042419
291.290417	0.000000	0.042431
291.332848	0.000000	0.042444
291.375291	0.000000	0.042456
291.417747	0.000000	0.042468
291.460216	0.000000	0.042481
291.502696	0.000000	0.042493
291.545190	0.000000	0.042505
291.587695	0.000000	0.042518
291.630213	0.000000	0.042530
291.672743	0.000000	0.042543
291.715286	0.000100	0.042555
291.757841	0.000100	0.042568
291.800409	0.000100	0.042580
291.842988	0.000100	0.042592
291.885581	0.000100	0.042605
291.928186	0.000100	0.042617
291.970803	0.000100	0.042630
292.013433	0.000100	0.042642
292.056075	0.000100	0.042655
292.098729	0.000100	0.042667
292.141396	0.000100	0.042680
292.184076	0.000100	0.042692
292.226768	0.000100	0.042704
292.269472	0.000100	0.042717
292.312189	0.000100	0.042729
292.354919	0.000100	0.042742
292.397661	0.000100	0.042754
292.440415	0.000100	0.042767
292.483182	0.000100	0.042779
292.525962	0.000100	0.042792
292.568754	0.000100	0.042804
292.611558	0.000100	0.042817
292.654375	0.000100	0.042830
292.697205	0.000100	0.042842
292.740047	0.000100	0.042855
292.782901	0.000100	0.042867
292.825769	0.000100	0.042880
292.868648	0.000100	0.042892
292.911541	0.000100	0.042905
292.954446	0.000199	0.042917
292.997363	0.000200	0.042930
293.040293	0.000200	0.042943
293.083236	0.000200	0.042955
293.126191	0.000200	0.042968
293.169159	0.000200	0.042980
293.212139	0.000200	0.042993
293.255132	0.000299	0.043006
293.298138	0.000299	0.043018
293.341156	0.000299	0.043031
293.384187	0.000299	0.043043
293.427230	0.000299	0.043056
293.470286	0.000299	0.043069
293.513355	0.000399	0.043081
293.556436	0.000399	0.043094
293.599530	0.000399	0.043107
293.642637	0.000399	0.043119
293.685756	0.000498	0.043132
293.728888	0.000498	0.043145
293.772033	0.000498	0.043157
293.815190	0.000498	0.043170
293.858360	0.000498	0.043183
293.901543	0.000598	0.043195
293.944738	0.000598	0.043208
293.987946	0.000598	0.043221
294.031167	0.000598	0.043234
294.074401	0.000598	0.043246
294.117647	0.000598	0.043259
294.160906	0.000598	0.043272
294.204178	0.000698	0.043284
294.247462	0.000698	0.043297
294.290759	0.000698	0.043310
294.334069	0.000698	0.043323
294.377392	0.000798	0.043335
294.420727	0.000798	0.043348
294.464075	0.000798	0.043361
294.507436	0.000798	0.043374
294.550810	0.000898	0.043386
294.594196	0.000898	0.043399
294.637596	0.000898	0.043412
294.681008	0.000998	0.043425
294.724433	0.000998	0.043438
294.767870	0.001097	0.043450
294.811321	0.001097	0.043463
294.854784	0.001097	0.043476
294.898260	0.001197	0.043489
294.941749	0.001197	0.043502
294.985251	0.001297	0.043515
295.028765	0.001297	0.043527
295.072293	0.001397	0.043540
295.115833	0.001497	0.043553
295.159386	0.001497	0.043566
295.202952	0.001597	0.043579
295.246531	0.001796	0.043592
295.290123	0.001796	0.043605
295.333727	0.001896	0.043617
295.377345	0.001996	0.043630
295.420975	0.002096	0.043643
295.464618	0.002295	0.043656
295.508274	0.002395	0.043669
295.551943	0.002494	0.043682
295.595625	0.002594	0.043695
295.639320	0.002594	0.043708
295.683028	0.002693	0.043721
295.726748	0.002692	0.043734
295.770482	0.002792	0.043747
295.814229	0.002792	0.043760
295.857988	0.002891	0.043772
295.901761	0.002990	0.043785
295.945546	0.003089	0.043798
295.989344	0.003288	0.043811
296.033156	0.003387	0.043824
296.076980	0.003487	0.043837
296.120817	0.003686	0.043850
296.164668	0.003886	0.043863
296.208531	0.004184	0.043876
296.252407	0.004385	0.043889
296.296296	0.004585	0.043902
296.340199	0.004685	0.043915
296.384114	0.004786	0.043928
296.428042	0.004887	0.043941
296.471983	0.004987	0.043954
296.515938	0.005086	0.043967
296.559905	0.005086	0.043980
296.603886	0.005286	0.043993
296.647879	0.005087	0.044007
296.691885	0.005287	0.044020
296.735905	0.005387	0.044033
296.779938	0.005487	0.044046
296.823983	0.005488	0.044059
296.868042	0.005488	0.044072
296.912114	0.005687	0.044085
296.956199	0.005888	0.044098
297.000297	0.006388	0.044111
297.044408	0.006587	0.044124
297.088532	0.006888	0.044137
297.132670	0.007187	0.044150
297.176820	0.007487	0.044164
297.220984	0.007686	0.044177
297.265161	0.008085	0.044190
297.309350	0.008284	0.044203
297.353553	0.008482	0.044216
297.397770	0.008681	0.044229
297.441999	0.008978	0.044242
297.486241	0.009376	0.044256
297.530497	0.009873	0.044269
297.574766	0.010170	0.044282
297.619048	0.010469	0.044295
297.663343	0.010767	0.044308
297.707651	0.011063	0.044322
297.751973	0.011660	0.044335
297.796307	0.012056	0.044348
297.840655	0.012355	0.044361
297.885016	0.012553	0.044374
297.929391	0.012953	0.044388
297.973778	0.013451	0.044401
298.018179	0.013752	0.044414
298.062593	0.014052	0.044427
298.107020	0.014452	0.044441
298.151461	0.014852	0.044454
298.195915	0.015151	0.044467
298.240382	0.015151	0.044480
298.284862	0.015351	0.044494
298.329356	0.015749	0.044507
298.373862	0.016148	0.044520
298.418383	0.016549	0.044533
298.462916	0.017047	0.044547
298.507463	0.017448	0.044560
298.552023	0.017547	0.044573
298.596596	0.017549	0.044587
298.641183	0.018249	0.044600
298.685783	0.018252	0.044613
298.730396	0.018252	0.044627
298.775022	0.019152	0.044640
298.819662	0.019451	0.044653
298.864316	0.019453	0.044667
298.908982	0.019754	0.044680
298.953662	0.020555	0.044693
298.998356	0.021654	0.044707
299.043062	0.021756	0.044720
299.087782	0.021858	0.044733
299.132516	0.022360	0.044747
299.177263	0.024059	0.044760
299.222023	0.025057	0.044774
299.266796	0.025859	0.044787
299.311583	0.026358	0.044800
299.356384	0.026757	0.044814
299.401198	0.027955	0.044827
299.446025	0.029250	0.044841
299.490866	0.030445	0.044854
299.535720	0.031041	0.044868
299.580587	0.031237	0.044881
299.625468	0.032422	0.044894
299.670363	0.033499	0.044908
299.715270	0.034383	0.044921
299.760192	0.035070	0.044935
299.805127	0.035557	0.044948
299.850075	0.036055	0.044962
299.895037	0.036450	0.044975
299.940012	0.037051	0.044989
299.985001	0.036653	0.045002
300.030003	0.037653	0.045016
300.075019	0.037955	0.045029
300.120048	0.038657	0.045043
300.165091	0.038963	0.045056
300.210147	0.039669	0.045070
300.255217	0.040869	0.045083
300.300300	0.041675	0.045097
300.345397	0.042377	0.045110
300.390508	0.042784	0.045124
300.435632	0.043487	0.045138
300.480769	0.044194	0.045151
300.525920	0.044697	0.045165
300.571085	0.044996	0.045178
300.616263	0.045600	0.045192
300.661455	0.046597	0.045205
300.706661	0.047799	0.045219
300.751880	0.049197	0.045233
300.797112	0.050100	0.045246
300.842359	0.051502	0.045260
300.887618	0.053099	0.045273
300.932892	0.054302	0.045287
300.978179	0.056204	0.045301
301.023480	0.058007	0.045314
301.068794	0.059305	0.045328
301.114122	0.060503	0.045342
301.159464	0.062606	0.045355
301.204819	0.064903	0.045369
301.250188	0.065908	0.045383
301.295571	0.067206	0.045396
301.340967	0.068304	0.045410
301.386377	0.069103	0.045424
301.431801	0.070501	0.045437
301.477238	0.071899	0.045451
301.522690	0.073297	0.045465
301.568154	0.074096	0.045479
301.613633	0.074588	0.045492
301.659125	0.075080	0.045506
301.704631	0.075564	0.045520
301.750151	0.076147	0.045533
301.795684	0.076539	0.045547
301.841232	0.076823	0.045561
301.886792	0.077506	0.045575
301.932367	0.078081	0.045588
301.977956	0.078556	0.045602
302.023558	0.079330	0.045616
302.069174	0.080318	0.045630
302.114804	0.081414	0.045644
302.160447	0.082419	0.045657
302.206105	0.083914	0.045671
302.251776	0.085417	0.045685
302.297461	0.086124	0.045699
302.343159	0.087337	0.045713
302.388872	0.088742	0.045726
302.434599	0.091045	0.045740
302.480339	0.092858	0.045754
302.526093	0.094862	0.045768
302.571861	0.097067	0.045782
302.617643	0.098872	0.045796
302.663438	0.100878	0.045810
302.709248	0.103383	0.045823
302.755071	0.105888	0.045837
302.800908	0.108483	0.045851
302.846760	0.110091	0.045865
302.892625	0.111699	0.045879
302.938503	0.114094	0.045893
302.984396	0.117101	0.045907
303.030303	0.119796	0.045921
303.076224	0.122204	0.045935
303.122158	0.123902	0.045948
303.168107	0.125399	0.045962
303.214069	0.127409	0.045976
303.260045	0.129892	0.045990
303.306036	0.131489	0.046004
303.352040	0.131403	0.046018
303.398058	0.131902	0.046032
303.444090	0.135197	0.046046
303.490137	0.135197	0.046060
303.536197	0.136795	0.046074
303.582271	0.137494	0.046088
303.628359	0.139091	0.046102
303.674461	0.139690	0.046116
303.720577	0.141274	0.046130
303.766707	0.142258	0.046144
303.812851	0.142358	0.046158
303.859009	0.141844	0.046172
303.905182	0.141231	0.046186
303.951368	0.141403	0.046200
303.997568	0.141773	0.046214
304.043782	0.142130	0.046228
304.090011	0.143682	0.046242
304.136253	0.144650	0.046256
304.182510	0.147143	0.046271
304.228780	0.150432	0.046285
304.275065	0.152840	0.046299
304.321363	0.154750	0.046313
304.367676	0.157044	0.046327
304.414003	0.159153	0.046341
304.460344	0.161080	0.046355
304.506699	0.162892	0.046369
304.553068	0.164704	0.046383
304.599452	0.167514	0.046397
304.645849	0.169410	0.046412
304.692261	0.175513	0.046426
304.738687	0.178225	0.046440
304.785126	0.182235	0.046454
304.831581	0.184150	0.046468
304.878049	0.186863	0.046482
304.924531	0.191155	0.046497
304.971028	0.195667	0.046511
305.017539	0.199560	0.046525
305.064063	0.202455	0.046539
305.110603	0.205071	0.046553
305.157156	0.208167	0.046568
305.203723	0.211761	0.046582
305.250305	0.215476	0.046596
305.296901	0.217374	0.046610
305.343511	0.218472	0.046624
305.390136	0.220691	0.046639
305.436775	0.222987	0.046653
305.483428	0.225507	0.046667
305.530095	0.225507	0.046681
305.576776	0.225806	0.046696
305.623472	0.225983	0.046710
305.670182	0.226582	0.046724
305.716906	0.226283	0.046739
305.763645	0.226682	0.046753
305.810398	0.227958	0.046767
305.857165	0.229256	0.046781
305.903946	0.232028	0.046796
305.950742	0.233403	0.046810
305.997552	0.234677	0.046824
306.044376	0.236826	0.046839
306.091215	0.237923	0.046853
306.138068	0.237500	0.046867
306.184936	0.237177	0.046882
306.231817	0.236056	0.046896
306.278714	0.236109	0.046911
306.325624	0.237481	0.046925
306.372549	0.237956	0.046939
306.419488	0.239927	0.046954
306.466442	0.243293	0.046968
306.513410	0.247580	0.046982
306.560392	0.251494	0.046997
306.607389	0.254611	0.047011
306.654400	0.258652	0.047026
306.701426	0.261996	0.047040
306.748466	0.264218	0.047055
306.795521	0.267138	0.047069
306.842590	0.268961	0.047083
306.889673	0.271683	0.047098
306.936771	0.277672	0.047112
306.983883	0.282790	0.047127
307.031010	0.287781	0.047141
307.078151	0.291475	0.047156
307.125307	0.296795	0.047170
307.172477	0.301587	0.047185
307.219662	0.306778	0.047199
307.266861	0.311002	0.047214
307.314075	0.314197	0.047228
307.361303	0.317224	0.047243
307.408546	0.320219	0.047257
307.455803	0.324313	0.047272
307.503075	0.328906	0.047286
307.550361	0.331602	0.047301
307.597662	0.333433	0.047315
307.644978	0.334431	0.047330
307.692308	0.337293	0.047345
307.739652	0.339290	0.047359
307.787011	0.339091	0.047374
307.834385	0.336794	0.047388
307.881773	0.336728	0.047403
307.929176	0.335197	0.047417
307.976594	0.334598	0.047432
308.024026	0.334498	0.047447
308.071473	0.335063	0.047461
308.118934	0.335762	0.047476
308.166410	0.337525	0.047491
308.213900	0.338424	0.047505
308.261406	0.339123	0.047520
308.308926	0.342617	0.047535
308.356460	0.347074	0.047549
308.404009	0.351795	0.047564
308.451573	0.357947	0.047579
308.499152	0.362365	0.047593
308.546745	0.364124	0.047608
308.594353	0.361993	0.047623
308.641975	0.358338	0.047637
308.689613	0.357740	0.047652
308.737265	0.358674	0.047667
308.784931	0.360306	0.047681
308.832613	0.360905	0.047696
308.880309	0.363136	0.047711
308.928020	0.365668	0.047726
308.975745	0.368998	0.047740
309.023486	0.370295	0.047755
309.071241	0.372129	0.047770
309.119011	0.373564	0.047785
309.166795	0.377557	0.047799
309.214595	0.384146	0.047814
309.262409	0.388278	0.047829
309.310238	0.390674	0.047844
309.358082	0.394668	0.047859
309.405941	0.401797	0.047873
309.453814	0.413279	0.047888
309.501702	0.424862	0.047903
309.549605	0.429854	0.047918
309.597523	0.433349	0.047933
309.645456	0.436544	0.047948
309.693404	0.443490	0.047962
309.741366	0.449380	0.047977
309.789343	0.449380	0.047992
309.837335	0.447827	0.048007
309.885342	0.448726	0.048022
309.933364	0.452221	0.048037
309.981401	0.453619	0.048052
310.029453	0.452720	0.048067
310.077519	0.452375	0.048081
310.125601	0.451976	0.048096
310.173697	0.452775	0.048111
310.221809	0.450179	0.048126
310.269935	0.448482	0.048141
310.318076	0.447683	0.048156
310.366232	0.447982	0.048171
310.414403	0.451432	0.048186
310.462589	0.455978	0.048201
310.510790	0.461721	0.048216
310.559006	0.466812	0.048231
310.607237	0.467963	0.048246
310.655483	0.470910	0.048261
310.703744	0.472307	0.048276
310.752020	0.474649	0.048291
310.800311	0.474702	0.048306
310.848617	0.476294	0.048321
310.896938	0.479835	0.048336
310.945274	0.483779	0.048351
310.993625	0.484527	0.048366
311.041991	0.485725	0.048381
311.090372	0.487972	0.048396
311.138768	0.487621	0.048411
311.187179	0.490864	0.048426
311.235605	0.487071	0.048441
311.284047	0.486521	0.048456
311.332503	0.485622	0.048472
311.380975	0.485123	0.048487
311.429461	0.482775	0.048502
311.477963	0.482875	0.048517
311.526480	0.486718	0.048532
311.575012	0.490513	0.048547
311.623559	0.494857	0.048562
311.672121	0.500798	0.048577
311.720698	0.508387	0.048592
311.769291	0.514328	0.048608
311.817898	0.519472	0.048623
311.866521	0.525164	0.048638
311.915159	0.530756	0.048653
311.963812	0.536748	0.048668
312.012480	0.540488	0.048683
312.061164	0.542885	0.048699
312.109863	0.547378	0.048714
312.158577	0.550274	0.048729
312.207306	0.551572	0.048744
312.256050	0.553369	0.048760
312.304809	0.555211	0.048775
312.353584	0.558262	0.048790
312.402374	0.561856	0.048805
312.451180	0.567148	0.048820
312.500000	0.572141	0.048836
312.548836	0.577533	0.048851
312.597687	0.579572	0.048866
312.646553	0.580570	0.048882
312.695435	0.582966	0.048897
312.744332	0.585562	0.048912
312.793244	0.587559	0.048927
312.842171	0.588299	0.048943
312.891114	0.592591	0.048958
312.940072	0.587940	0.048973
312.989045	0.591434	0.048989
313.038034	0.594728	0.049004
313.087038	0.596265	0.049019
313.136058	0.595527	0.049035
313.185092	0.594928	0.049050
313.234143	0.595626	0.049065
313.283208	0.593490	0.049081
313.332289	0.591593	0.049096
313.381385	0.584522	0.049112
313.430497	0.578032	0.049127
313.479624	0.573381	0.049142
313.528766	0.569345	0.049158
313.577924	0.569645	0.049173
313.627097	0.571741	0.049189
313.676286	0.575693	0.049204
313.725490	0.582941	0.049220
313.774710	0.585321	0.049235
313.823945	0.588316	0.049250
313.873195	0.592669	0.049266
313.922461	0.599959	0.049281
313.971743	0.606849	0.049297
314.021039	0.609745	0.049312
314.070352	0.615000	0.049328
314.119680	0.619831	0.049343
314.169023	0.623788	0.049359
314.218382	0.631478	0.049374
314.267756	0.636771	0.049390
314.317146	0.641365	0.049405
314.366551	0.648191	0.049421
314.415972	0.655316	0.049436
314.465409	0.661906	0.049452
314.514861	0.669362	0.049468
314.564328	0.674555	0.049483
314.613812	0.676452	0.049499
314.663310	0.680178	0.049514
314.712825	0.681077	0.049530
314.762354	0.678880	0.049545
314.811900	0.678481	0.049561
314.861461	0.676184	0.049577
314.911038	0.674819	0.049592
314.960630	0.677482	0.049608
315.010238	0.680079	0.049624
315.059861	0.681177	0.049639
315.109501	0.682974	0.049655
315.159155	0.683305	0.049670
315.208826	0.682606	0.049686
315.258512	0.682007	0.049702
315.308214	0.681109	0.049717
315.357931	0.679012	0.049733
315.407664	0.672423	0.049749
315.457413	0.661840	0.049765
315.507178	0.650957	0.049780
315.556958	0.645266	0.049796
315.606754	0.643170	0.049812
315.656566	0.643269	0.049827
315.706393	0.648960	0.049843
315.756236	0.656714	0.049859
315.806095	0.663404	0.049875
315.855970	0.668064	0.049890
315.905860	0.675286	0.049906
315.955766	0.682375	0.049922
316.005688	0.692260	0.049938
316.055626	0.697952	0.049953
316.105579	0.701816	0.049969
316.155549	0.706410	0.049985
316.205534	0.711702	0.050001
316.255534	0.714399	0.050017
316.305551	0.716867	0.050033
316.355584	0.718293	0.050048
316.405632	0.721089	0.050064
316.455696	0.725583	0.050080
316.505776	0.729977	0.050096
316.555872	0.734770	0.050112
316.605984	0.736893	0.050128
316.656111	0.741886	0.050143
316.706255	0.747777	0.050159
316.756414	0.751771	0.050175
316.806590	0.753369	0.050191
316.856781	0.753169	0.050207
316.906988	0.750772	0.050223
316.957211	0.746504	0.050239
317.007450	0.739615	0.050255
317.057705	0.734297	0.050271
317.107975	0.732100	0.050287
317.158262	0.731927	0.050303
317.208565	0.731528	0.050319
317.258883	0.734823	0.050335
317.309218	0.737818	0.050351
317.359568	0.740214	0.050367
317.409935	0.741586	0.050383
317.460317	0.741187	0.050399
317.510716	0.736094	0.050415
317.561131	0.728705	0.050431
317.611561	0.720817	0.050447
317.662008	0.713928	0.050463
317.712470	0.711660	0.050479
317.762949	0.715825	0.050495
317.813444	0.720917	0.050511
317.863954	0.728007	0.050527
317.914481	0.738091	0.050543
317.965024	0.745805	0.050559
318.015583	0.750298	0.050575
318.066158	0.751696	0.050591
318.116749	0.752994	0.050607
318.167356	0.756089	0.050623
318.217979	0.761856	0.050639
318.268619	0.767847	0.050656
318.319274	0.774237	0.050672
318.369946	0.779929	0.050688
318.420634	0.788616	0.050704
318.471338	0.795805	0.050720
318.522058	0.800697	0.050736
318.572794	0.805191	0.050752
318.623546	0.808067	0.050769
318.674315	0.809765	0.050785
318.725100	0.812861	0.050801
318.775901	0.815257	0.050817
318.826718	0.815157	0.050833
318.877551	0.817554	0.050850
318.928401	0.822048	0.050866
318.979266	0.825643	0.050882
319.030148	0.829038	0.050898
319.081047	0.835229	0.050914
