Wavel(nm)	T_abs	bandw(nm)
361.794501	0.997201	0.065459
361.859960	0.997201	0.065483
361.925443	0.997201	0.065507
361.990950	0.997201	0.065531
362.056481	0.997201	0.065554
362.122035	0.997201	0.065578
362.187613	0.997201	0.065602
362.253215	0.997201	0.065626
362.318841	0.997201	0.065649
362.384490	0.997201	0.065673
362.450163	0.997201	0.065697
362.515860	0.997300	0.065721
362.581581	0.997300	0.065745
362.647325	0.997300	0.065768
362.713094	0.997300	0.065792
362.778886	0.997300	0.065816
362.844702	0.997300	0.065840
362.910543	0.997300	0.065864
362.976407	0.997300	0.065888
363.042294	0.997300	0.065912
363.108206	0.997300	0.065936
363.174142	0.997300	0.065960
363.240102	0.997300	0.065984
363.306085	0.997400	0.066008
363.372093	0.997400	0.066032
363.438125	0.997300	0.066056
363.504180	0.997400	0.066080
363.570260	0.997400	0.066104
363.636364	0.997400	0.066128
363.702491	0.997400	0.066152
363.768643	0.997400	0.066176
363.834819	0.997500	0.066200
363.901019	0.997500	0.066224
363.967243	0.997300	0.066248
364.033491	0.997300	0.066272
364.099763	0.997300	0.066296
364.166060	0.997300	0.066321
364.232380	0.997300	0.066345
364.298725	0.997200	0.066369
364.365094	0.997200	0.066393
364.431487	0.997200	0.066417
364.497904	0.997001	0.066441
364.564346	0.997001	0.066466
364.630811	0.997001	0.066490
364.697301	0.997001	0.066514
364.763815	0.996901	0.066538
364.830354	0.996901	0.066563
364.896917	0.996801	0.066587
364.963504	0.996900	0.066611
365.030115	0.996900	0.066636
365.096751	0.996900	0.066660
365.163411	0.996900	0.066684
365.230095	0.996800	0.066709
365.296804	0.996800	0.066733
365.363537	0.996800	0.066757
365.430294	0.997000	0.066782
365.497076	0.997000	0.066806
365.563882	0.997000	0.066831
365.630713	0.997000	0.066855
365.697568	0.997000	0.066880
365.764448	0.997100	0.066904
365.831352	0.997100	0.066929
365.898280	0.997200	0.066953
365.965233	0.997200	0.066978
366.032211	0.997300	0.067002
366.099213	0.997400	0.067027
366.166239	0.997400	0.067051
366.233291	0.997400	0.067076
366.300366	0.997500	0.067100
366.367467	0.997500	0.067125
366.434591	0.997500	0.067149
366.501741	0.997500	0.067174
366.568915	0.997400	0.067199
366.636114	0.997400	0.067223
366.703337	0.997400	0.067248
366.770585	0.997400	0.067273
366.837858	0.997300	0.067297
366.905155	0.997300	0.067322
366.972477	0.997300	0.067347
367.039824	0.997300	0.067371
367.107195	0.997200	0.067396
367.174592	0.997200	0.067421
367.242012	0.997200	0.067446
367.309458	0.997200	0.067471
367.376929	0.997200	0.067495
367.444424	0.997200	0.067520
367.511944	0.997200	0.067545
367.579489	0.997200	0.067570
367.647059	0.997200	0.067595
367.714653	0.997200	0.067619
367.782273	0.997200	0.067644
367.849917	0.997200	0.067669
367.917586	0.997200	0.067694
367.985281	0.997200	0.067719
368.053000	0.997200	0.067744
368.120744	0.997300	0.067769
368.188513	0.997300	0.067794
368.256306	0.997300	0.067819
368.324125	0.997300	0.067844
368.391969	0.997300	0.067869
368.459838	0.997300	0.067894
368.527732	0.997300	0.067919
368.595651	0.997400	0.067944
368.663594	0.997400	0.067969
368.731563	0.997300	0.067994
368.799557	0.997300	0.068019
368.867577	0.997300	0.068044
368.935621	0.997300	0.068069
369.003690	0.997300	0.068094
369.071784	0.997300	0.068120
369.139904	0.997200	0.068145
369.208049	0.997300	0.068170
369.276219	0.997300	0.068195
369.344414	0.997200	0.068220
369.412634	0.997300	0.068245
369.480879	0.997300	0.068271
369.549150	0.997300	0.068296
369.617446	0.997300	0.068321
369.685767	0.997300	0.068346
369.754114	0.997300	0.068372
369.822485	0.997300	0.068397
369.890882	0.997200	0.068422
369.959304	0.997300	0.068448
370.027752	0.997200	0.068473
370.096225	0.997300	0.068498
370.164723	0.997300	0.068524
370.233247	0.997300	0.068549
370.301796	0.997300	0.068574
370.370370	0.997300	0.068600
370.438970	0.997400	0.068625
370.507595	0.997400	0.068651
370.576246	0.997400	0.068676
370.644922	0.997500	0.068702
370.713624	0.997400	0.068727
370.782351	0.997500	0.068753
370.851103	0.997400	0.068778
370.919881	0.997400	0.068804
370.988685	0.997300	0.068829
371.057514	0.997300	0.068855
371.126369	0.997300	0.068880
371.195249	0.997300	0.068906
371.264154	0.997200	0.068931
371.333086	0.997200	0.068957
371.402043	0.997200	0.068983
371.471025	0.997100	0.069008
371.540033	0.997100	0.069034
371.609067	0.997000	0.069059
371.678127	0.997000	0.069085
371.747212	0.996900	0.069111
371.816323	0.997000	0.069137
371.885459	0.996900	0.069162
371.954622	0.996900	0.069188
372.023810	0.996900	0.069214
372.093023	0.997000	0.069239
372.162263	0.996900	0.069265
372.231528	0.996900	0.069291
372.300819	0.996900	0.069317
372.370136	0.996900	0.069343
372.439479	0.997000	0.069369
372.508847	0.997000	0.069394
372.578241	0.997000	0.069420
372.647662	0.997100	0.069446
372.717108	0.997100	0.069472
372.786580	0.997100	0.069498
372.856078	0.997200	0.069524
372.925601	0.997200	0.069550
372.995151	0.997200	0.069576
373.064727	0.997200	0.069602
373.134328	0.997200	0.069628
373.203956	0.997200	0.069654
373.273610	0.997300	0.069680
373.343289	0.997300	0.069706
373.412995	0.997300	0.069732
373.482726	0.997300	0.069758
373.552484	0.997300	0.069784
373.622268	0.997300	0.069810
373.692078	0.997200	0.069836
373.761914	0.997200	0.069862
373.831776	0.997200	0.069888
373.901664	0.997200	0.069914
373.971578	0.997200	0.069940
374.041519	0.997200	0.069967
374.111485	0.997300	0.069993
374.181478	0.997300	0.070019
374.251497	0.997300	0.070045
374.321542	0.997400	0.070071
374.391614	0.997400	0.070098
374.461711	0.997400	0.070124
374.531835	0.997400	0.070150
374.601985	0.997400	0.070176
374.672162	0.997400	0.070203
374.742365	0.997400	0.070229
374.812594	0.997300	0.070255
374.882849	0.997300	0.070282
374.953131	0.997200	0.070308
375.023439	0.997200	0.070334
375.093773	0.997100	0.070361
375.164134	0.997100	0.070387
375.234522	0.997000	0.070414
375.304935	0.997000	0.070440
375.375375	0.997000	0.070467
375.445842	0.997000	0.070493
375.516335	0.997000	0.070519
375.586854	0.997000	0.070546
375.657400	0.997000	0.070572
375.727973	0.997000	0.070599
375.798572	0.997000	0.070626
375.869198	0.996900	0.070652
375.939850	0.996800	0.070679
376.010528	0.996700	0.070705
376.081234	0.996700	0.070732
376.151965	0.996700	0.070758
376.222724	0.996700	0.070785
376.293509	0.996700	0.070812
376.364321	0.996700	0.070838
376.435159	0.996700	0.070865
376.506024	0.996800	0.070892
376.576916	0.996900	0.070918
376.647834	0.996900	0.070945
376.718779	0.996900	0.070972
376.789751	0.997000	0.070999
376.860750	0.997100	0.071025
376.931775	0.997100	0.071052
377.002828	0.997100	0.071079
377.073906	0.997200	0.071106
377.145012	0.997200	0.071133
377.216145	0.997300	0.071159
377.287304	0.997300	0.071186
377.358491	0.997300	0.071213
377.429704	0.997300	0.071240
377.500944	0.997300	0.071267
377.572211	0.997400	0.071294
377.643505	0.997400	0.071321
377.714825	0.997300	0.071348
377.786173	0.997300	0.071375
377.857548	0.997300	0.071402
377.928949	0.997300	0.071429
378.000378	0.997400	0.071456
378.071834	0.997400	0.071483
378.143316	0.997400	0.071510
378.214826	0.997400	0.071537
378.286363	0.997300	0.071564
378.357927	0.997300	0.071591
378.429518	0.997300	0.071618
378.501136	0.997300	0.071645
378.572781	0.997300	0.071672
378.644453	0.997300	0.071699
378.716152	0.997300	0.071727
378.787879	0.997200	0.071754
378.859633	0.997200	0.071781
378.931413	0.997200	0.071808
379.003222	0.997200	0.071835
379.075057	0.997200	0.071863
379.146919	0.997100	0.071890
379.218809	0.997000	0.071917
379.290726	0.997000	0.071944
379.362671	0.996900	0.071972
379.434642	0.996800	0.071999
379.506641	0.996800	0.072026
379.578668	0.996800	0.072054
379.650721	0.996700	0.072081
379.722802	0.996800	0.072108
379.794911	0.996800	0.072136
379.867047	0.996800	0.072163
379.939210	0.996800	0.072191
380.011400	0.996900	0.072218
380.083618	0.996800	0.072246
380.155864	0.996800	0.072273
380.228137	0.996900	0.072300
380.300437	0.996900	0.072328
380.372765	0.996900	0.072355
380.445121	0.996900	0.072383
380.517504	0.996900	0.072411
380.589914	0.996900	0.072438
380.662352	0.996900	0.072466
380.734818	0.997000	0.072493
380.807312	0.997000	0.072521
380.879832	0.997000	0.072549
380.952381	0.997000	0.072576
381.024957	0.997000	0.072604
381.097561	0.997000	0.072632
381.170192	0.997000	0.072659
381.242852	0.997000	0.072687
381.315539	0.997000	0.072715
381.388253	0.997100	0.072742
381.460996	0.997100	0.072770
381.533766	0.997000	0.072798
381.606564	0.997000	0.072826
381.679389	0.997000	0.072853
381.752243	0.997100	0.072881
381.825124	0.997100	0.072909
381.898033	0.997100	0.072937
381.970970	0.997000	0.072965
382.043935	0.997000	0.072993
382.116928	0.997100	0.073021
382.189948	0.997100	0.073049
382.262997	0.997200	0.073076
382.336073	0.997300	0.073104
382.409178	0.997300	0.073132
382.482310	0.997300	0.073160
382.555471	0.997300	0.073188
382.628659	0.997200	0.073216
382.701875	0.997200	0.073244
382.775120	0.997200	0.073272
382.848392	0.997200	0.073300
382.921693	0.997200	0.073329
382.995021	0.997200	0.073357
383.068378	0.997200	0.073385
383.141762	0.997100	0.073413
383.215175	0.997100	0.073441
383.288616	0.997100	0.073469
383.362085	0.997200	0.073497
383.435583	0.997100	0.073526
383.509108	0.997100	0.073554
383.582662	0.997100	0.073582
383.656244	0.997000	0.073610
383.729854	0.997000	0.073638
383.803493	0.996900	0.073667
383.877159	0.996900	0.073695
383.950854	0.997000	0.073723
384.024578	0.997000	0.073752
384.098329	0.997000	0.073780
384.172109	0.997000	0.073808
384.245917	0.996900	0.073837
384.319754	0.996900	0.073865
384.393619	0.996900	0.073893
384.467512	0.996900	0.073922
384.541434	0.996900	0.073950
384.615385	0.996800	0.073979
384.689363	0.996800	0.074007
384.763371	0.996800	0.074036
384.837406	0.996900	0.074064
384.911470	0.996900	0.074093
384.985563	0.997000	0.074121
385.059684	0.997000	0.074150
385.133834	0.997000	0.074178
385.208012	0.997000	0.074207
385.282219	0.997000	0.074235
385.356455	0.997000	0.074264
385.430719	0.997000	0.074293
385.505012	0.996900	0.074321
385.579333	0.996800	0.074350
385.653683	0.996900	0.074379
385.728062	0.996900	0.074407
385.802469	0.997000	0.074436
385.876905	0.997000	0.074465
385.951370	0.997100	0.074494
386.025864	0.997100	0.074522
386.100386	0.997200	0.074551
386.174937	0.997200	0.074580
386.249517	0.997200	0.074609
386.324126	0.997200	0.074638
386.398764	0.997200	0.074666
386.473430	0.997200	0.074695
386.548125	0.997200	0.074724
386.622849	0.997200	0.074753
386.697602	0.997100	0.074782
386.772384	0.997100	0.074811
386.847195	0.997100	0.074840
386.922035	0.997000	0.074869
386.996904	0.997000	0.074898
387.071802	0.997000	0.074927
387.146729	0.997000	0.074956
387.221684	0.997000	0.074985
387.296669	0.996900	0.075014
387.371683	0.996900	0.075043
387.446726	0.996900	0.075072
387.521798	0.996900	0.075101
387.596899	0.996900	0.075130
387.672029	0.996900	0.075159
387.747189	0.996900	0.075189
387.822377	0.996900	0.075218
387.897595	0.996900	0.075247
387.972842	0.997000	0.075276
388.048118	0.997000	0.075305
388.123423	0.997000	0.075335
388.198758	0.997000	0.075364
388.274122	0.997100	0.075393
388.349515	0.997000	0.075422
388.424937	0.997000	0.075452
388.500389	0.997000	0.075481
388.575869	0.997000	0.075510
388.651380	0.997000	0.075540
388.726919	0.997000	0.075569
388.802488	0.997000	0.075598
388.878087	0.996900	0.075628
388.953715	0.996800	0.075657
389.029372	0.996800	0.075687
389.105058	0.996800	0.075716
389.180774	0.996800	0.075746
389.256520	0.996800	0.075775
389.332295	0.996800	0.075805
389.408100	0.996900	0.075834
389.483934	0.997000	0.075864
389.559797	0.997000	0.075893
389.635691	0.997000	0.075923
389.711613	0.997000	0.075952
389.787566	0.996900	0.075982
389.863548	0.996900	0.076012
389.939559	0.996900	0.076041
390.015601	0.996900	0.076071
390.091672	0.996900	0.076101
390.167772	0.996900	0.076130
390.243902	0.996900	0.076160
390.320062	0.996900	0.076190
390.396252	0.996900	0.076219
390.472472	0.997000	0.076249
390.548721	0.997000	0.076279
390.625000	0.997000	0.076309
390.701309	0.997000	0.076339
390.777648	0.997000	0.076369
390.854016	0.997000	0.076398
390.930414	0.997000	0.076428
391.006843	0.996900	0.076458
391.083301	0.996900	0.076488
391.159789	0.997000	0.076518
391.236307	0.997000	0.076548
391.312855	0.996900	0.076578
391.389432	0.996800	0.076608
391.466040	0.996700	0.076638
391.542678	0.996700	0.076668
391.619346	0.996600	0.076698
391.696044	0.996600	0.076728
391.772772	0.996600	0.076758
391.849530	0.996700	0.076788
391.926318	0.996800	0.076818
392.003136	0.996900	0.076848
392.079984	0.996900	0.076878
392.156863	0.996900	0.076909
392.233771	0.996900	0.076939
392.310710	0.996900	0.076969
392.387679	0.996900	0.076999
392.464678	0.996900	0.077029
392.541708	0.996900	0.077060
392.618767	0.996900	0.077090
392.695857	0.996900	0.077120
392.772977	0.997000	0.077150
392.850128	0.997000	0.077181
392.927308	0.997100	0.077211
393.004520	0.997200	0.077241
393.081761	0.997200	0.077272
393.159033	0.997300	0.077302
393.236335	0.997300	0.077333
393.313668	0.997200	0.077363
393.391031	0.997200	0.077393
393.468424	0.997200	0.077424
393.545848	0.997100	0.077454
393.623302	0.997100	0.077485
393.700787	0.997200	0.077515
393.778303	0.997100	0.077546
393.855849	0.997100	0.077576
393.933425	0.997100	0.077607
394.011032	0.997200	0.077638
394.088670	0.997200	0.077668
394.166338	0.997200	0.077699
394.244037	0.997200	0.077730
394.321767	0.997200	0.077760
394.399527	0.997200	0.077791
394.477318	0.997200	0.077822
394.555139	0.997300	0.077852
394.632991	0.997200	0.077883
394.710874	0.997200	0.077914
394.788788	0.997100	0.077944
394.866732	0.997000	0.077975
394.944708	0.997000	0.078006
395.022714	0.997000	0.078037
395.100751	0.996900	0.078068
395.178818	0.996800	0.078099
395.256917	0.996800	0.078129
395.335046	0.996700	0.078160
395.413207	0.996700	0.078191
395.491398	0.996800	0.078222
395.569620	0.996800	0.078253
395.647873	0.996800	0.078284
395.726157	0.996700	0.078315
395.804473	0.996700	0.078346
395.882819	0.996800	0.078377
395.961196	0.996900	0.078408
396.039604	0.996900	0.078439
396.118043	0.997000	0.078470
396.196513	0.997000	0.078501
396.275015	0.997000	0.078533
396.353547	0.997100	0.078564
396.432111	0.997100	0.078595
396.510706	0.997200	0.078626
396.589332	0.997200	0.078657
396.667989	0.997200	0.078688
396.746677	0.997100	0.078720
396.825397	0.997100	0.078751
396.904148	0.997200	0.078782
396.982930	0.997200	0.078813
397.061743	0.997200	0.078845
397.140588	0.997200	0.078876
397.219464	0.997200	0.078907
397.298371	0.997200	0.078939
397.377310	0.997200	0.078970
397.456280	0.997100	0.079001
397.535281	0.997000	0.079033
397.614314	0.996900	0.079064
397.693378	0.996900	0.079096
397.772474	0.996700	0.079127
397.851601	0.996700	0.079159
397.930760	0.996700	0.079190
398.009950	0.996700	0.079222
398.089172	0.996600	0.079253
398.168425	0.996600	0.079285
398.247710	0.996500	0.079316
398.327026	0.996500	0.079348
398.406375	0.996500	0.079380
398.485754	0.996600	0.079411
398.565165	0.996700	0.079443
398.644608	0.996800	0.079475
398.724083	0.996900	0.079506
398.803589	0.997100	0.079538
398.883127	0.997100	0.079570
398.962697	0.997100	0.079601
399.042298	0.997100	0.079633
399.121932	0.997100	0.079665
399.201597	0.997200	0.079697
399.281294	0.997100	0.079729
399.361022	0.997000	0.079761
399.440783	0.996900	0.079792
399.520575	0.996900	0.079824
399.600400	0.996900	0.079856
399.680256	0.996800	0.079888
399.760144	0.996700	0.079920
399.840064	0.996600	0.079952
399.920016	0.996500	0.079984
400.000000	0.996500	0.080016
400.080016	0.996500	0.080048
400.160064	0.996500	0.080080
400.240144	0.996600	0.080112
400.320256	0.996600	0.080144
400.400400	0.996600	0.080176
400.480577	0.996600	0.080208
400.560785	0.996700	0.080241
400.641026	0.996700	0.080273
400.721298	0.996600	0.080305
400.801603	0.996600	0.080337
400.881940	0.996700	0.080369
400.962310	0.996700	0.080402
401.042711	0.996700	0.080434
401.123145	0.996700	0.080466
401.203611	0.996800	0.080498
401.284109	0.996800	0.080531
401.364640	0.996800	0.080563
401.445203	0.996800	0.080595
401.525798	0.996900	0.080628
401.606426	0.996900	0.080660
401.687086	0.996900	0.080692
401.767778	0.996900	0.080725
401.848503	0.997000	0.080757
401.929260	0.997000	0.080790
402.010050	0.997100	0.080822
402.090873	0.997200	0.080855
402.171727	0.997200	0.080887
402.252615	0.997200	0.080920
402.333535	0.997200	0.080952
402.414487	0.997200	0.080985
402.495472	0.997200	0.081018
402.576490	0.997300	0.081050
402.657540	0.997300	0.081083
402.738623	0.997200	0.081116
402.819738	0.997200	0.081148
402.900886	0.997200	0.081181
402.982067	0.997300	0.081214
403.063281	0.997300	0.081246
403.144527	0.997300	0.081279
403.225806	0.997300	0.081312
403.307118	0.997200	0.081345
403.388463	0.997200	0.081378
403.469841	0.997200	0.081410
403.551251	0.997200	0.081443
403.632694	0.997100	0.081476
403.714170	0.997000	0.081509
403.795679	0.996900	0.081542
403.877221	0.996800	0.081575
403.958796	0.996900	0.081608
404.040404	0.996900	0.081641
404.122045	0.996900	0.081674
404.203719	0.997000	0.081707
404.285426	0.997000	0.081740
404.367165	0.997000	0.081773
404.448938	0.997100	0.081806
404.530744	0.997100	0.081839
404.612583	0.997000	0.081872
404.694456	0.996800	0.081905
404.776361	0.996700	0.081939
404.858300	0.996800	0.081972
404.940271	0.996800	0.082005
405.022276	0.996700	0.082038
405.104314	0.996500	0.082071
405.186386	0.996500	0.082105
405.268490	0.996700	0.082138
405.350628	0.996800	0.082171
405.432800	0.996900	0.082205
405.515004	0.997000	0.082238
405.597242	0.997100	0.082271
405.679513	0.997100	0.082305
405.761818	0.997200	0.082338
405.844156	0.997100	0.082371
405.926527	0.997100	0.082405
406.008932	0.997200	0.082438
406.091371	0.997100	0.082472
406.173842	0.997100	0.082505
406.256348	0.997100	0.082539
406.338887	0.997200	0.082572
406.421459	0.997300	0.082606
406.504065	0.997300	0.082640
406.586705	0.997400	0.082673
406.669378	0.997500	0.082707
406.752085	0.997500	0.082740
406.834825	0.997500	0.082774
406.917599	0.997500	0.082808
407.000407	0.997500	0.082842
407.083249	0.997500	0.082875
407.166124	0.997500	0.082909
407.249033	0.997500	0.082943
407.331976	0.997500	0.082977
407.414952	0.997400	0.083010
407.497963	0.997400	0.083044
407.581007	0.997300	0.083078
407.664085	0.997100	0.083112
407.747197	0.997100	0.083146
407.830343	0.996900	0.083180
407.913522	0.996800	0.083214
407.996736	0.996900	0.083248
408.079984	0.996800	0.083282
408.163265	0.996500	0.083316
408.246581	0.996300	0.083350
408.329931	0.996300	0.083384
408.413314	0.996300	0.083418
408.496732	0.996300	0.083452
408.580184	0.996400	0.083486
408.663670	0.996500	0.083520
408.747190	0.996700	0.083554
408.830744	0.996600	0.083588
408.914332	0.996600	0.083623
408.997955	0.996700	0.083657
409.081612	0.996800	0.083691
409.165303	0.996900	0.083725
409.249028	0.996800	0.083760
409.332788	0.996700	0.083794
409.416581	0.996700	0.083828
409.500410	0.996700	0.083862
409.584272	0.996700	0.083897
409.668169	0.996800	0.083931
409.752100	0.996900	0.083966
409.836066	0.996900	0.084000
409.920066	0.996900	0.084034
410.004100	0.996900	0.084069
410.088169	0.996800	0.084103
410.172272	0.996600	0.084138
410.256410	0.996400	0.084172
410.340583	0.996400	0.084207
410.424790	0.996400	0.084242
410.509031	0.996400	0.084276
410.593307	0.996500	0.084311
410.677618	0.996600	0.084345
410.761963	0.996600	0.084380
410.846343	0.996600	0.084415
410.930758	0.996700	0.084449
411.015208	0.996900	0.084484
411.099692	0.996900	0.084519
411.184211	0.997000	0.084554
411.268764	0.997100	0.084588
411.353353	0.997100	0.084623
411.437976	0.997200	0.084658
411.522634	0.997200	0.084693
411.607327	0.997200	0.084728
411.692054	0.997200	0.084763
411.776817	0.997200	0.084798
411.861614	0.997200	0.084832
411.946447	0.997200	0.084867
412.031314	0.997200	0.084902
412.116217	0.997200	0.084937
412.201154	0.997200	0.084972
412.286127	0.997200	0.085007
412.371134	0.997200	0.085043
412.456177	0.997100	0.085078
412.541254	0.997000	0.085113
412.626367	0.996900	0.085148
412.711515	0.996800	0.085183
412.796698	0.996800	0.085218
412.881916	0.996700	0.085253
412.967169	0.996600	0.085289
413.052458	0.996400	0.085324
413.137781	0.996300	0.085359
413.223140	0.996300	0.085394
413.308535	0.996200	0.085430
413.393964	0.996000	0.085465
413.479429	0.996100	0.085500
413.564930	0.996100	0.085536
413.650465	0.996200	0.085571
413.736036	0.996300	0.085606
413.821643	0.996500	0.085642
413.907285	0.996700	0.085677
413.992962	0.996800	0.085713
414.078675	0.997000	0.085748
414.164423	0.997100	0.085784
414.250207	0.997100	0.085819
414.336027	0.997200	0.085855
414.421881	0.997100	0.085891
414.507772	0.997000	0.085926
414.593698	0.996900	0.085962
414.679660	0.996900	0.085997
414.765657	0.997000	0.086033
414.851691	0.997000	0.086069
414.937759	0.997000	0.086105
415.023864	0.996900	0.086140
415.110004	0.996900	0.086176
415.196180	0.996900	0.086212
415.282392	0.997000	0.086248
415.368640	0.997100	0.086283
415.454923	0.997200	0.086319
415.541242	0.997300	0.086355
415.627598	0.997400	0.086391
415.713989	0.997400	0.086427
415.800416	0.997400	0.086463
415.886879	0.997400	0.086499
415.973378	0.997400	0.086535
416.059913	0.997400	0.086571
416.146484	0.997400	0.086607
416.233091	0.997400	0.086643
416.319734	0.997400	0.086679
416.406413	0.997400	0.086715
416.493128	0.997400	0.086751
416.579879	0.997400	0.086787
416.666667	0.997400	0.086824
416.753490	0.997400	0.086860
416.840350	0.997400	0.086896
416.927246	0.997400	0.086932
417.014178	0.997400	0.086969
417.101147	0.997300	0.087005
417.188152	0.997200	0.087041
417.275193	0.997100	0.087077
417.362270	0.997100	0.087114
417.449384	0.997100	0.087150
417.536534	0.997200	0.087187
417.623721	0.997200	0.087223
417.710944	0.997200	0.087259
417.798203	0.997100	0.087296
417.885499	0.997000	0.087332
417.972832	0.997100	0.087369
418.060201	0.997100	0.087405
418.147606	0.997100	0.087442
418.235048	0.997000	0.087479
418.322527	0.997000	0.087515
418.410042	0.997000	0.087552
418.497594	0.997000	0.087588
418.585182	0.996900	0.087625
418.672807	0.996900	0.087662
418.760469	0.996900	0.087699
418.848168	0.997100	0.087735
418.935903	0.997200	0.087772
419.023675	0.997200	0.087809
419.111484	0.997200	0.087846
419.199329	0.997200	0.087882
419.287212	0.997100	0.087919
419.375131	0.996900	0.087956
419.463087	0.996900	0.087993
419.551080	0.996900	0.088030
419.639110	0.996900	0.088067
419.727177	0.996800	0.088104
419.815281	0.996800	0.088141
419.903422	0.996800	0.088178
419.991600	0.996900	0.088215
420.079815	0.996900	0.088252
420.168067	0.997000	0.088289
420.256356	0.996900	0.088326
420.344683	0.996800	0.088363
420.433046	0.996800	0.088401
420.521447	0.996800	0.088438
420.609884	0.996900	0.088475
420.698359	0.996801	0.088512
420.786871	0.996801	0.088549
420.875421	0.996801	0.088587
420.964008	0.996601	0.088624
421.052632	0.996701	0.088661
421.141293	0.996701	0.088699
421.229992	0.996701	0.088736
421.318728	0.996801	0.088773
421.407501	0.996901	0.088811
421.496312	0.996901	0.088848
421.585160	0.997001	0.088886
421.674046	0.997001	0.088923
421.762969	0.996901	0.088961
421.851930	0.996901	0.088998
421.940928	0.996701	0.089036
422.029964	0.996601	0.089073
422.119038	0.996601	0.089111
422.208149	0.996601	0.089149
422.297297	0.996601	0.089186
422.386484	0.996701	0.089224
422.475708	0.996701	0.089262
422.564969	0.996701	0.089299
422.654269	0.996701	0.089337
422.743606	0.996801	0.089375
422.832981	0.996801	0.089413
422.922394	0.996801	0.089451
423.011844	0.996801	0.089488
423.101333	0.996901	0.089526
423.190859	0.996901	0.089564
423.280423	0.996901	0.089602
423.370025	0.996701	0.089640
423.459665	0.996501	0.089678
423.549343	0.996501	0.089716
423.639060	0.996501	0.089754
423.728814	0.996501	0.089792
423.818606	0.996501	0.089830
423.908436	0.996501	0.089868
423.998304	0.996301	0.089906
424.088210	0.996101	0.089944
424.178155	0.996201	0.089983
424.268137	0.996401	0.090021
424.358158	0.996201	0.090059
424.448217	0.996101	0.090097
424.538315	0.996001	0.090136
424.628450	0.996101	0.090174
424.718624	0.996101	0.090212
424.808836	0.996201	0.090250
424.899086	0.996201	0.090289
424.989375	0.996501	0.090327
425.079702	0.996701	0.090366
425.170068	0.996801	0.090404
425.260472	0.996701	0.090442
425.350915	0.996701	0.090481
425.441395	0.996801	0.090519
425.531915	0.996901	0.090558
425.622473	0.997001	0.090597
425.713069	0.997001	0.090635
425.803704	0.997001	0.090674
425.894378	0.997201	0.090712
425.985091	0.997201	0.090751
426.075841	0.997201	0.090790
426.166631	0.997101	0.090828
426.257460	0.997101	0.090867
426.348327	0.997201	0.090906
426.439232	0.997201	0.090945
426.530177	0.997201	0.090983
426.621160	0.997201	0.091022
426.712183	0.997101	0.091061
426.803244	0.996901	0.091100
426.894344	0.996701	0.091139
426.985482	0.996601	0.091178
427.076660	0.996601	0.091217
427.167877	0.996401	0.091256
427.259133	0.996301	0.091295
427.350427	0.996301	0.091334
427.441761	0.996401	0.091373
427.533134	0.996501	0.091412
427.624546	0.996301	0.091451
427.715997	0.996301	0.091490
427.807487	0.996401	0.091529
427.899016	0.996201	0.091568
427.990584	0.996201	0.091608
428.082192	0.996401	0.091647
428.173839	0.996401	0.091686
428.265525	0.996401	0.091725
428.357250	0.996501	0.091765
428.449015	0.996701	0.091804
428.540819	0.996801	0.091843
428.632662	0.996801	0.091883
428.724544	0.996901	0.091922
428.816467	0.996901	0.091961
428.908428	0.997001	0.092001
429.000429	0.997201	0.092040
429.092469	0.997201	0.092080
429.184549	0.997201	0.092119
429.276669	0.997301	0.092159
429.368828	0.997301	0.092199
429.461026	0.997301	0.092238
429.553265	0.997401	0.092278
429.645542	0.997401	0.092317
429.737860	0.997301	0.092357
429.830217	0.997301	0.092397
429.922614	0.997101	0.092437
430.015051	0.997001	0.092476
430.107527	0.996901	0.092516
430.200043	0.996801	0.092556
430.292599	0.996401	0.092596
430.385195	0.996301	0.092636
430.477830	0.996301	0.092676
430.570506	0.996401	0.092715
430.663221	0.996301	0.092755
430.755977	0.996201	0.092795
430.848772	0.996201	0.092835
430.941607	0.996301	0.092875
431.034483	0.996501	0.092915
431.127398	0.996401	0.092955
431.220354	0.996401	0.092996
431.313349	0.996401	0.093036
431.406385	0.996501	0.093076
431.499461	0.996501	0.093116
431.592577	0.996601	0.093156
431.685733	0.996701	0.093196
431.778929	0.996701	0.093237
431.872166	0.996801	0.093277
431.965443	0.997001	0.093317
432.058760	0.997001	0.093358
432.152118	0.997101	0.093398
432.245515	0.997101	0.093438
432.338954	0.997001	0.093479
432.432432	0.997101	0.093519
432.525952	0.997101	0.093560
432.619511	0.997001	0.093600
432.713111	0.997001	0.093641
432.806752	0.996901	0.093681
432.900433	0.996801	0.093722
432.994155	0.996801	0.093762
433.087917	0.996701	0.093803
433.181720	0.996701	0.093844
433.275563	0.996601	0.093884
433.369447	0.996502	0.093925
433.463372	0.996402	0.093966
433.557338	0.996402	0.094006
433.651344	0.996302	0.094047
433.745391	0.996302	0.094088
433.839479	0.996302	0.094129
433.933608	0.996302	0.094170
434.027778	0.996402	0.094211
434.121988	0.996502	0.094251
434.216240	0.996601	0.094292
434.310532	0.996601	0.094333
434.404865	0.996601	0.094374
434.499240	0.996502	0.094415
434.593655	0.996402	0.094456
434.688111	0.996102	0.094497
434.782609	0.995802	0.094539
434.877147	0.995702	0.094580
434.971727	0.995502	0.094621
