stationid tempinfo preciptype precipq frozenprecipfreq press1 press2 press3 tempdry dewpt 
03103KFLG FLG2006061321460446  NP           0.00             39992   23.386  23.381  23.376    68   29          
03103KFLG FLG2006061321470447  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321480448  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321490449  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321500450  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321510451  NP           0.00             39992   23.387  23.382  23.377    67   29          
03103KFLG FLG2006061321520452  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321530453  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321540454  NP           0.00             39992   23.387  23.382  23.377    69   29          
03103KFLG FLG2006061321550455  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061321560456  NP           0.00             39992   23.387  23.382  23.376    68   29          
03103KFLG FLG2006061321570457  NP           0.00             39992   23.386  23.381  23.376    68   29          
03103KFLG FLG2006061321580458  NP           0.00             39992   23.387  23.382  23.377    69   29          
03103KFLG FLG2006061321590459  NP           0.00             39992   23.387  23.382  23.377    69   29          
03103KFLG FLG2006061322000500  NP           0.00             39992   23.387  23.382  23.377    68   29          
03103KFLG FLG2006061322010501  NP           0.00             39992   23.388  23.383  23.378    68   29          
03103KFLG FLG2006061322020502  NP           0.00             39992   23.388  23.383  23.378    69   29          
03103KFLG FLG2006061322030503  NP           0.00             39992   23.388  23.384  23.378    69   29          
03103KFLG FLG2006061322040504  NP           0.00             39992   23.389  23.384  23.379    68   29          
03103KFLG FLG2006061322050505  NP           0.00             39992   23.389  23.384  23.379    67   29          
03103KFLG FLG2006061322060506  NP           0.00             39992   23.389  23.384  23.378    67   29          
03103KFLG FLG2006061322070507  NP           0.00             39992   23.388  23.384  23.378    67   29          
03103KFLG FLG2006061322080508  NP           0.00             39992   23.388  23.383  23.378    67   29          
03103KFLG FLG2006061322090509  NP           0.00             39992   23.388  23.384  23.378    68   29          
03103KFLG FLG2006061322100510  NP           0.00             39992   23.389  23.384  23.379    68   29          
03103KFLG FLG2006061322110511  NP           0.00             39992   23.388  23.384  23.378    69   29          
03103KFLG FLG2006061322120512  NP           0.00             39992   23.388  23.383  23.378    68   30          
03103KFLG FLG2006061322130513  NP           0.00             39992   23.388  23.383  23.378    67   30          
03103KFLG FLG2006061322140514  NP           0.00             39992   23.388  23.383  23.378    67   30          
03103KFLG FLG2006061322150515  NP           0.00             39992   23.388  23.383  23.378    67   30          
03103KFLG FLG2006061322160516  NP           0.00             39992   23.388  23.383  23.378    66   30          
03103KFLG FLG2006061322170517  NP           0.00             39992   23.388  23.383  23.378    66   30          
03103KFLG FLG2006061322180518  NP           0.00             39992   23.388  23.383  23.378    67   30          
03103KFLG FLG2006061322190519  NP           0.00             39992   23.388  23.383  23.378    66   30          
03103KFLG FLG2006061322200520  NP           0.00             39992   23.388  23.383  23.378    66   30          
03103KFLG FLG2006061322210521  NP           0.00             39992   23.387  23.382  23.377    66   30          
03103KFLG FLG2006061322220522  NP           0.00             39992   23.387  23.382  23.377    66   30          
03103KFLG FLG2006061322230523  NP           0.00             39992   23.387  23.382  23.377    66   30          
03103KFLG FLG2006061322240524  NP           0.00             39992   23.386  23.382  23.376    65   30          
03103KFLG FLG2006061322250525  NP           0.00             39992   23.387  23.382  23.376    65   30          
03103KFLG FLG2006061322260526  NP           0.00             39992   23.387  23.382  23.376    65   30          
03103KFLG FLG2006061322270527  NP           0.00             39992   23.386  23.381  23.376    65   30          
03103KFLG FLG2006061322280528  NP           0.00             39992   23.386  23.382  23.376    65   30          
03103KFLG FLG2006061322290529  NP           0.00             39992   23.386  23.381  23.375    66   30          
03103KFLG FLG2006061322300530  NP           0.00             39992   23.386  23.381  23.376    65   30          
03103KFLG FLG2006061322310531  NP           0.00             39992   23.386  23.381  23.376    65   30          
03103KFLG FLG2006061322320532  NP           0.00             39992   23.385  23.381  23.375    65   30          
03103KFLG FLG2006061322330533  NP           0.00             39992   23.385  23.380  23.375    65   30          
03103KFLG FLG2006061322340534  NP           0.00             39992   23.384  23.380  23.374    64   30          
03103KFLG FLG2006061322350535  NP           0.00             39992   23.384  23.380  23.374    64   30          
03103KFLG FLG2006061322360536  NP           0.00             39992   23.384  23.380  23.374    65   30          
03103KFLG FLG2006061322370537  NP           0.00             39992   23.384  23.379  23.374    64   30          
03103KFLG FLG2006061322380538  NP           0.00             39992   23.384  23.379  23.374    65   30          
03103KFLG FLG2006061322390539  NP           0.00             39991   23.384  23.379  23.373    64   30          
03103KFLG FLG2006061322400540  NP           0.00             39992   23.383  23.379  23.373    65   30          
03103KFLG FLG2006061322410541  NP           0.00             39992   23.383  23.378  23.373    65   30          
03103KFLG FLG2006061322420542  NP           0.00             39991   23.382  23.378  23.372    65   30          
03103KFLG FLG2006061322430543  NP           0.00             39991   23.382  23.378  23.372    63   30          
03103KFLG FLG2006061322440544  NP           0.00             39991   23.382  23.377  23.371    64   30          
03103KFLG FLG2006061322450545  NP           0.00             39991   23.381  23.377  23.371    64   30          
03103KFLG FLG2006061322460546  NP           0.00             39991   23.381  23.377  23.371    64   30          
03103KFLG FLG2006061322470547  NP           0.00             39991   23.381  23.376  23.370    63   30          
03103KFLG FLG2006061322480548  NP           0.00             39991   23.380  23.376  23.370    64   30          
03103KFLG FLG2006061322490549  NP           0.00             39991   23.380  23.376  23.370    64   30          
03103KFLG FLG2006061322500550  NP           0.00             39991   23.380  23.375  23.370    64   30          
03103KFLG FLG2006061322510551  NP           0.00             39991   23.380  23.375  23.369    63   30          
03103KFLG FLG2006061322520552  NP           0.00             39991   23.379  23.375  23.369    64   30          
03103KFLG FLG2006061322530553  NP           0.00             39991   23.379  23.375  23.369    65   31          
03103KFLG FLG2006061322540554  NP           0.00             39992   23.379  23.374  23.369    65   31          
